datetime,PV,WF,day,hour
2019-01-19 08:00:00,11.248017945714592,0.0,19,8
2019-01-19 09:00:00,22.522890987497355,0.0,19,9
2019-01-19 10:00:00,31.635375350018773,0.0,19,10
2019-01-19 11:00:00,37.926717519615025,0.0,19,11
2019-01-19 12:00:00,11.571451862139538,0.0,19,12
2019-01-19 13:00:00,19.521319480119914,0.0,19,13
2019-01-19 14:00:00,43.942772098500534,0.0,19,14
2019-01-19 15:00:00,75.0260198395173,0.0,19,15
2019-01-19 16:00:00,84.85932781619371,1800000.0,19,16
2019-01-19 17:00:00,40.33266055479973,1800000.0,19,17
2019-01-19 18:00:00,0.0,1800000.0,19,18
2019-01-19 19:00:00,0.0,1800000.0,19,19
2019-01-19 20:00:00,0.0,1800000.0,19,20
2019-01-19 21:00:00,0.0,1800000.0,19,21
2019-01-19 22:00:00,0.0,1800000.0,19,22
2019-01-19 23:00:00,0.0,1800000.0,19,23
2019-01-20 00:00:00,0.0,1800000.0,20,0
